UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure Injected
5704,1.1474439689778415,1.2210149344757526,-0.4617266171529768,0.5430230377757772,0.3464048093922547,0,0,0,0,0,0,1
5705,1.2474360362331125,1.314731609555004,-1.1366668556458528,1.2753345596169388,0.4249582153045987,0,0,0,0,0,0,1
5706,1.1974400026054626,1.4084482846342166,-0.4840386911527413,0.312294750072398,0.4563795776695363,0,0,0,0,0,0,1
5708,1.1974400026054626,1.3673631885023723,-0.5063507651525058,0.3423897441206646,0.5192223023994115,0,0,0,0,0,0,1
5709,1.1474439689778415,1.3262780923704893,0.4028662503378976,-0.1391301606516054,0.5506436647643491,0,0,0,0,0,0,1
5710,1.0974479353501918,1.3525938818441736,0.0960752328411357,-0.1391301606516054,0.5820650271292868,0,0,0,0,0,0,1
5711,1.0974479353501918,1.378909671317858,-0.7015814126504452,0.6533713492860893,0.6134863894942243,0,0,0,0,0,0,1
5712,1.0974479353501918,1.3378245751860134,0.0347170293417833,-0.4099851070860077,0.6920397954065683,0,0,0,0,0,0,1
5713,1.0974479353501918,1.4315412502652263,-1.1645569481455584,1.4659361885892956,0.723461157771506,0,0,0,0,0,0,1
5714,1.0974479353501918,1.592658810950006,0.3191959728387807,-0.1993201487481394,0.7548825201364435,0,0,0,0,0,0,1
5715,1.0974479353501918,1.5515737148181616,0.4419123798374854,-0.399953442403252,0.7863038825013812,0,0,0,0,0,0,1
5716,1.0974479353501918,1.6452903898973745,0.3247739913387218,-0.4200167717687635,0.8177252448663187,0,0,0,0,0,0,1
5717,1.1474439689778415,1.7390070649766258,-1.0306845041469714,1.2251762362031606,0.8962786507786628,0,0,0,0,0,0,1
5718,1.1474439689778415,1.76532285445031,1.1558987478299494,-1.192454952340947,0.9277000131436004,0,0,0,0,0,0,1
5719,1.1974400026054626,1.791638643923994,0.4586464353373088,-0.7510617062996991,0.959121375508538,0,0,0,0,0,0,1
5720,1.1474439689778415,1.8179544333976783,-0.785251690149562,0.3323580794379088,0.9905427378734756,0,0,0,0,0,0,1
5721,1.1474439689778415,1.7768693372657955,-0.5844430241516816,1.1950812421548933,1.0219641002384132,0,0,0,0,0,0,1
5753,1.1474439689778415,1.209468451660267,1.479423820826535,-1.5034365575063715,-1.020424453482531,0,0,0,0,0,0,1
5754,1.0974479353501918,1.0746666804491714,-0.6848473571506217,1.4157778651755175,-0.9260815738859765,0,0,0,0,0,0,1
5755,1.0474519017225707,1.0072657948436043,1.049916396331068,-1.2325816110719694,-0.8788707378368283,0,0,0,0,0,0,1
5756,1.0474519017225707,0.9398649092380372,-0.8242978196491499,0.9242262957204916,-0.8316599017876802,0,0,0,0,0,0,1
5757,0.997455868094921,1.0072657948436043,-0.963748282147678,1.2352079008859156,-0.7844490657385321,0,0,0,0,0,0,1
5758,0.9474598344672714,0.8724640236325086,-0.963748282147678,1.566252835416852,-0.7215275485069151,0,0,0,0,0,0,1
5759,0.9474598344672714,0.8724640236325086,-0.2107157846556261,0.081566462369018,-0.674316712457767,0,0,0,0,0,0,1
5760,0.8974638008396503,0.8724640236325086,0.06818514034143,-0.4200167717687635,-0.6271058764086189,0,0,0,0,0,0,1
5761,0.9474598344672714,0.8724640236325086,-0.0935773961568625,-0.4400801011342743,-0.5798950403594707,0,0,0,0,0,0,1
5762,0.9474598344672714,0.8050631380269416,-0.9470142266478546,0.9844162838170248,-0.5169735231278538,0,0,0,0,0,0,1
5763,0.8974638008396503,0.8050631380269416,-1.142244874145794,1.2352079008859156,-0.4697626870787058,0,0,0,0,0,0,1
5764,0.8974638008396503,0.8050631380269416,-0.4896167096526824,-0.0588768431895606,-0.4225518510295576,0,0,0,0,0,0,1
5765,0.8474677672120007,0.8050631380269416,0.2801498433391928,-0.2093518134308951,-0.328208971433003,0,0,0,0,0,0,1
5766,0.8474677672120007,0.8724640236325086,0.9439340448321868,-0.9516949999548118,-0.2809981353838549,0,0,0,0,0,0,1
5767,0.8474677672120007,0.8050631380269416,-0.7015814126504452,0.2621364266586198,-0.2337872993347067,0,0,0,0,0,0,1
5768,0.7974717335843795,0.8050631380269416,-0.690425375650563,0.6533713492860893,-0.17086578210308978,0,0,0,0,0,0,1
5769,0.8474677672120007,0.8724640236325086,-0.6569572646509162,0.5931813611895553,-0.10794426487147285,0,0,0,0,0,0,1
5770,0.8474677672120007,0.8724640236325086,-1.0641526151466183,1.104796260010093,-0.06073342882232474,0,0,0,0,0,0,1
5771,0.7974717335843795,0.8050631380269416,-0.7294715051501508,0.2922314207068864,-0.013522592773176634,0,0,0,0,0,0,1
5772,0.7974717335843795,0.8050631380269416,-0.0768433406570391,0.3724847381689319,0.033688243275971474,0,0,0,0,0,0,1
5803,0.6974796663290803,0.5354595956047504,-0.2720739881549785,-0.1993201487481394,0.9434106943260692,0,0,0,0,0,0,1
5804,0.7474756999567299,0.6291762706839632,0.7375473603343651,-0.8915050118582778,0.9748320566910068,0,0,0,0,0,0,1
5805,0.7474756999567299,0.6554920601576475,-0.9693263006476192,0.6533713492860893,1.0062534190559445,0,0,0,0,0,0,1
5806,0.6974796663290803,0.6818078496313317,0.1016532513410768,-0.0689085078723164,1.037674781420882,0,0,0,0,0,0,1
5807,0.6974796663290803,0.7081236391050159,-0.5509749131520348,0.5430230377757772,1.0848068249682885,0,0,0,0,0,0,1
5808,0.6974796663290803,0.7344394285787,-0.2776520066549197,-0.1090351666033388,1.116228187333226,0,0,0,0,0,0,1
5809,0.6974796663290803,0.8281561036579512,1.083384507330715,-1.433214904727082,1.1633602308806323,0,0,0,0,0,0,1
5810,0.6474836327014591,0.8544718931316355,0.2299476768397227,-0.339763454306718,1.19478159324557,0,0,0,0,0,0,1
5811,0.6474836327014591,0.8807876826053197,1.769480782823473,-1.814418162671796,1.273334999157914,0,0,0,0,0,0,1
5812,0.6474836327014591,0.9745043576845709,-0.472882654152859,0.0314081389552398,1.3047563615228517,0,0,0,0,0,0,1
5813,0.6974796663290803,1.0008201471582552,-0.2441838956552729,-0.3698584483549854,1.3361777238877892,0,0,0,0,0,0,1
5814,0.5974875990738095,0.9597350510263724,1.2395690253290663,-1.0921383055133904,1.3675990862527267,0,0,0,0,0,0,1
5815,0.6474836327014591,0.9860508405000565,-0.7629396161497976,0.7536879961136456,1.3990204486176645,0,0,0,0,0,0,1
5816,0.5974875990738095,1.0123666299737408,0.731969341834424,-0.7009033828859209,1.4461524921650708,0,0,0,0,0,0,1
5817,0.6474836327014591,1.038682419447425,0.2411037138396049,-0.4400801011342743,1.4775738545300083,0,0,0,0,0,0,1
5818,0.6474836327014591,1.0649982089211092,0.0179829738419599,-0.4902384245480525,1.508995216894946,0,0,0,0,0,0,1
5819,0.6474836327014591,1.0913139983947935,0.0012489183421365,-0.3096684602584514,1.5404165792598836,0,0,0,0,0,0,1
5820,0.6474836327014591,1.1176297878684776,-0.6736913201507395,0.1919147738793301,1.5718379416248212,0,0,0,0,0,0,1
5821,0.6474836327014591,1.2113464629477289,1.0276043223313036,-1.2426132757547248,1.603259303989759,0,0,0,0,0,0,1
5822,0.6474836327014591,1.237662252421413,-1.3151634476439689,0.9242262957204916,1.6346806663546964,0,0,0,0,0,0,1
5853,0.5974875990738095,0.602860481210279,1.445955709826888,-1.7742915039407734,-0.7690535545630302,0,0,0,0,0,0,1
5854,0.5974875990738095,0.670261366815846,0.1574334363404881,-0.4902384245480525,-0.6905001486506862,0,0,0,0,0,0,1
5855,0.5974875990738095,0.602860481210279,-0.6848473571506217,1.3355245477134718,-0.6590787862857486,0,0,0,0,0,0,1
5856,0.5974875990738095,0.602860481210279,-0.6402232091510928,0.5229597084102664,-0.627657423920811,0,0,0,0,0,0,1
5857,0.5974875990738095,0.602860481210279,0.330352009838663,-0.4099851070860077,-0.5805253803734046,0,0,0,0,0,0,1
5858,0.6474836327014591,0.602860481210279,1.233991006829125,-1.6137848690166836,-0.5019719744610606,0,0,0,0,0,0,1
5859,0.6474836327014591,0.670261366815846,-1.0641526151466183,0.4527380556309766,-0.470550612096123,0,0,0,0,0,0,1
5860,0.6474836327014591,0.670261366815846,0.0179829738419599,-0.640713394789387,-0.4391292497311854,0,0,0,0,0,0,1
5861,0.6474836327014591,0.602860481210279,0.1518554178405469,-0.6908717182031652,-0.4077078873662477,0,0,0,0,0,0,1
5862,0.6474836327014591,0.670261366815846,0.0849191958412534,0.7737513254791571,-0.3762865250013101,0,0,0,0,0,0,1
5863,0.6974796663290803,0.670261366815846,-0.383634358153801,0.0615031330035071,-0.3448651626363725,0,0,0,0,0,0,1
5864,0.6974796663290803,0.737662252421413,1.222834969829243,-1.463309898775349,-0.313443800271435,0,0,0,0,0,0,1
5865,0.6974796663290803,0.670261366815846,-0.294386062154743,-0.3497951189894738,-0.2663117567240285,0,0,0,0,0,0,1
5866,0.7474756999567299,0.737662252421413,-0.7629396161497976,0.0013131449069732,-0.2191797131766221,0,0,0,0,0,0,1
5867,0.7474756999567299,0.737662252421413,-0.4449925616531534,0.5129280437275106,-0.1720476696292157,0,0,0,0,0,0,1
5868,0.7474756999567299,0.670261366815846,-0.249761914155214,1.3329913730930216,-0.1406263072642781,0,0,0,0,0,0,1
5869,0.7474756999567299,0.737662252421413,1.0722284703308325,-1.2125182817064584,-0.1092049448993405,0,0,0,0,0,0,1
5870,0.7474756999567299,0.737662252421413,2.9966448528105207,-2.1354314325199764,-0.0777835825344029,0,0,0,0,0,0,1
5871,0.7474756999567299,0.737662252421413,2.879506464311757,-2.326033061492333,-0.0463622201694653,0,0,0,0,0,0,1
5872,0.7474756999567299,0.737662252421413,-0.3892123766537421,0.9543212897687582,-0.0149408578045277,0,0,0,0,0,0,1
5903,0.4474994981908892,0.4006578243936547,0.330352009838663,-0.4601434304997859,1.2262029556105076,0,0,0,0,0,0,1
5904,0.4474994981908892,0.3332569387880877,1.981445485821236,-1.814418162671796,1.2734137916596557,0,0,0,0,0,0,1
5905,0.397503464563268,0.3332569387880877,-1.1645569481455584,1.9073294346305432,1.3206246277088038,0,0,0,0,0,0,1
5906,0.397503464563268,0.3332569387880877,0.2411037138396049,-0.8915050118582778,1.3835461449404207,0,0,0,0,0,0,1
5907,0.3475074309356185,0.1984551675769921,-0.0322191926575101,-0.4400801011342743,1.4778890245369753,0,0,0,0,0,0,1
5908,0.397503464563268,0.2658560531825208,-0.6681133016507984,0.6433396846033335,1.5250998605861235,0,0,0,0,0,0,1
5909,0.397503464563268,0.1984551675769921,-0.071265322157098,-0.3698584483549854,1.619442740182678,0,0,0,0,0,0,1
5911,0.397503464563268,0.1984551675769921,-0.4505705801530945,0.3423897441206646,-1.585457428539216,0,0,0,0,0,0,1
5912,0.397503464563268,0.2658560531825208,-1.3988337251430858,2.4089126687683247,-1.522535911307599,0,0,0,0,0,0,1
5913,0.3475074309356185,0.1984551675769921,0.6706111383350716,-1.021916652734101,-1.459614394075982,0,0,0,0,0,0,1
5914,0.3475074309356185,0.1310542819714251,-0.3334321916543309,1.2352079008859156,-1.396692876844365,0,0,0,0,0,0,1
5915,0.3475074309356185,0.1984551675769921,0.2968838988390162,-0.399953442403252,-1.3023499972478103,0,0,0,0,0,0,1
5916,0.2975113973079973,0.1310542819714251,-0.0377972111574512,-0.1290984959688496,-1.2551391611986626,0,0,0,0,0,0,1
5917,0.2975113973079973,0.1310542819714251,0.0904972143411945,0.1919147738793301,-1.1922176439670455,0,0,0,0,0,0,1
5918,0.2975113973079973,0.1310542819714251,-1.1031987446462062,1.265302894934183,-1.1450068079178972,0,0,0,0,0,0,1
5919,0.2975113973079973,0.0636533963658965,0.0124049553420188,0.2019464385620858,-1.097795971868749,0,0,0,0,0,0,1
5920,0.2975113973079973,0.1984551675769921,-0.696003394150504,1.0646696012790704,-1.0505851358196012,0,0,0,0,0,0,1
5921,0.2475153636803477,0.1310542819714251,1.2563030808288898,-1.4131515753615709,-1.003374299770453,0,0,0,0,0,0,1
5922,0.2475153636803477,0.1984551675769921,-1.1310888371459118,1.7167278056581865,-0.956163463721305,0,0,0,0,0,0,1
5923,0.2475153636803477,0.1984551675769921,-0.5788650056517404,0.3323580794379088,-0.9089526276721567,0,0,0,0,0,0,1
5955,0.397503464563268,0.602860481210279,1.0778064888307737,-1.433214904727082,0.0164805045604098,0,0,0,0,0,0,1
5956,0.3475074309356185,0.5354595956047504,0.6371430273354248,-0.8413466884444997,0.06369134060955792,0,0,0,0,0,0,1
5957,0.3475074309356185,0.602860481210279,-0.0210631556576279,-0.2896051308929399,0.11090217665870605,0,0,0,0,0,0,1
5958,0.3475074309356185,0.602860481210279,0.5478947313363668,-0.2795734662101841,0.1581130127078542,0,0,0,0,0,0,1
5959,0.2975113973079973,0.5354595956047504,-0.0322191926575101,-0.1491618253343612,0.2053238487570024,0,0,0,0,0,0,1
5960,0.2975113973079973,0.5354595956047504,-0.8968120601483845,1.1248595893756042,0.2525346848061505,0,0,0,0,0,0,1
5961,0.2475153636803477,0.4680587099991834,0.3749761578381919,-0.6507450594721428,0.29974552085529865,0,0,0,0,0,0,1
5962,0.1475232964250769,0.4680587099991834,0.0012489183421365,-0.7711250356652106,0.3469563569044468,0,0,0,0,0,0,1
5963,0.2475153636803477,0.5354595956047504,1.0554944148310093,-1.3730249166305482,0.3941671929535949,0,0,0,0,0,0,1
5964,0.1975193300526981,0.4680587099991834,0.6538770828352481,-0.3698584483549854,0.44137802900274303,0,0,0,0,0,0,1
5965,0.2475153636803477,0.5354595956047504,0.51442662033672,-0.9516949999548118,0.5357209085992976,0,0,0,0,0,0,1
5966,0.2475153636803477,0.602860481210279,-0.5119287836524469,0.6533713492860893,0.6300637881958521,0,0,0,0,0,0,1
5967,0.1975193300526981,0.5354595956047504,-0.7964077271494443,0.9342579604032468,0.7244066677924067,0,0,0,0,0,0,1
5968,0.1975193300526981,0.5354595956047504,-0.829875838149091,1.255271230251427,0.7716175038415547,0,0,0,0,0,0,1
5969,0.1975193300526981,0.5354595956047504,-1.0641526151466183,1.6063794941478742,0.8188283398907029,0,0,0,0,0,0,1
5970,0.1975193300526981,0.5354595956047504,-0.2664959696550374,-0.4099851070860077,0.8660391759398511,0,0,0,0,0,0,1
5971,0.1975193300526981,0.5354595956047504,-0.1047334331567447,-0.2394468074791617,0.928960693171468,0,0,0,0,0,0,1
5972,0.2475153636803477,0.5354595956047504,-0.1660916366560971,-0.7009033828859209,0.9761715292206161,0,0,0,0,0,0,1
5973,0.2475153636803477,0.5354595956047504,-0.5230848206523292,0.663403013968845,1.0233823652697642,0,0,0,0,0,0,1
5974,0.2475153636803477,0.5354595956047504,-1.0306845041469714,1.1850495774721377,1.0705932013189123,0,0,0,0,0,0,1
6006,0.2975113973079973,0.3332569387880877,0.1741674918403114,-0.1692251546998727,-1.4760342077741262,0,0,0,0,0,0,1
6007,0.2975113973079973,0.3332569387880877,3.4428863328058106,-2.2056530852992657,-1.4288233717249783,0,0,0,0,0,0,1
6008,0.3475074309356185,0.4006578243936547,-1.058574596646677,1.4559045239065398,-1.3659018544933612,0,0,0,0,0,0,1
6009,0.3475074309356185,0.4680587099991834,-0.6011770796515049,-0.0689085078723164,-1.3029803372617443,0,0,0,0,0,0,1
6010,0.2975113973079973,0.4006578243936547,2.1878321703190577,-1.8043864979890405,-1.2557695012125962,0,0,0,0,0,0,1
6011,0.3475074309356185,0.4680587099991834,-0.6179111351513282,0.3423897441206646,-1.208558665163448,0,0,0,0,0,0,1
6012,0.397503464563268,0.5354595956047504,0.1406993808406647,-0.3798901130377404,-1.1142157855668935,0,0,0,0,0,0,1
6013,0.397503464563268,0.602860481210279,-0.6346451906511517,0.4025797322171985,-1.0670049495177452,0,0,0,0,0,0,1
6014,0.3475074309356185,0.5354595956047504,0.3247739913387218,-0.9516949999548118,-0.972662069921191,0,0,0,0,0,0,1
6015,0.397503464563268,0.5354595956047504,0.4419123798374854,-0.7209667122514325,-0.9254512338720426,0,0,0,0,0,0,1
6016,0.397503464563268,0.5354595956047504,-0.1047334331567447,-0.1993201487481394,-0.8311083542754882,0,0,0,0,0,0,1
6017,0.3475074309356185,0.4680587099991834,-0.6346451906511517,0.5329913730930215,-0.7681868370438713,0,0,0,0,0,0,1
6018,0.397503464563268,0.602860481210279,-0.785251690149562,-0.1792568193826278,-0.720976000994723,0,0,0,0,0,0,1
6019,0.397503464563268,0.602860481210279,0.1016532513410768,-0.8413466884444997,-0.673765164945575,0,0,0,0,0,0,1
6020,0.3475074309356185,0.5354595956047504,-0.1103114516566859,0.3925480675344427,-0.610843647713958,0,0,0,0,0,0,1
6021,0.3475074309356185,0.5354595956047504,0.4474903983374266,-0.5103017539135641,-0.5636328116648099,0,0,0,0,0,0,1
6022,0.3475074309356185,0.5354595956047504,1.535204005825946,-1.8645764860855745,-0.5164219756156617,0,0,0,0,0,0,1
6023,0.3475074309356185,0.602860481210279,-0.0991554146568036,-0.0588768431895606,-0.46921113956651367,0,0,0,0,0,0,1
6024,0.3475074309356185,0.602860481210279,-0.9470142266478546,1.1248595893756042,-0.4220003035173655,0,0,0,0,0,0,1
6026,0.3475074309356185,0.670261366815846,-1.1310888371459118,1.3355245477134718,-0.32765742392081104,0,0,0,0,0,0,1
6057,0.397503464563268,0.5354595956047504,0.5311606758365435,-1.082106640830635,0.6449077518591619,0,0,0,0,0,0,1
6058,0.397503464563268,0.5354595956047504,0.8379516933333053,-0.7109350475686768,0.6763291142240996,0,0,0,0,0,0,1
6059,0.4474994981908892,0.602860481210279,0.5423167128364257,-0.4701750951825417,0.7077504765890371,0,0,0,0,0,0,1
6060,0.4474994981908892,0.670261366815846,3.88354979430116,-2.426349708319889,0.7548825201364435,0,0,0,0,0,0,1
6061,0.4974955318185388,0.737662252421413,0.425178324337662,-0.4400801011342743,0.7863038825013812,0,0,0,0,0,0,1
6062,0.5474915654461884,0.737662252421413,0.4419123798374854,-1.052011646782368,0.8177252448663187,0,0,0,0,0,0,1
6063,0.5474915654461884,0.8050631380269416,-0.7350495236500919,1.3054295536652054,0.8962786507786628,0,0,0,0,0,0,1
6064,0.5474915654461884,0.737662252421413,-0.4951947281526235,0.3323580794379088,0.9434106943260692,0,0,0,0,0,0,1
6065,0.5474915654461884,0.737662252421413,1.9535553933215304,-1.623816533699439,0.9748320566910068,0,0,0,0,0,0,1
6066,0.4974955318185388,0.602860481210279,0.1630114548404292,-0.1792568193826278,1.0062534190559445,0,0,0,0,0,0,1
6067,0.4974955318185388,0.670261366815846,1.479423820826535,-1.4231832400443265,1.037674781420882,0,0,0,0,0,0,1
6068,0.4974955318185388,0.670261366815846,0.2411037138396049,-0.2494784721619175,1.0690961437858195,0,0,0,0,0,0,1
6069,0.4974955318185388,0.602860481210279,2.834882316312228,-2.2156847499820214,1.1005175061507573,0,0,0,0,0,0,1
6070,0.4474994981908892,0.602860481210279,0.3470860653384863,-0.6005867360583647,1.1476495496981636,0,0,0,0,0,0,1
6071,0.4474994981908892,0.602860481210279,0.425178324337662,-0.8012200297134773,1.179070912063101,0,0,0,0,0,0,1
6072,0.4474994981908892,0.5354595956047504,-0.4840386911527413,1.1624530734861762,1.2104922744280389,0,0,0,0,0,0,1
6073,0.4474994981908892,0.5354595956047504,0.8714198043329521,-0.9817899940030786,1.2576243179754452,0,0,0,0,0,0,1
6074,0.4474994981908892,0.5354595956047504,1.401331561827359,-1.383056581313304,1.3047563615228517,0,0,0,0,0,0,1
6075,0.4974955318185388,0.5354595956047504,-0.0322191926575101,-0.0689085078723164,1.351888405070258,0,0,0,0,0,0,1
6076,0.4974955318185388,0.602860481210279,1.5296259873260047,-1.1523282936099244,1.3990204486176645,0,0,0,0,0,0,1
6108,0.4474994981908892,0.670261366815846,-0.562130950151917,0.90416296635498,-0.7376321921980926,0,0,0,0,0,0,1
6109,0.397503464563268,0.602860481210279,0.7765934898339529,-1.192454952340947,-0.6904213561489444,0,0,0,0,0,0,1
6110,0.397503464563268,0.602860481210279,-0.1382015441563915,-0.1290984959688496,-0.6274998389173275,0,0,0,0,0,0,1
6111,0.3475074309356185,0.5354595956047504,-0.026641174157569,0.1317247857827961,-0.5645783216857105,0,0,0,0,0,0,1
6112,0.3475074309356185,0.5354595956047504,-0.294386062154743,0.1216931211000411,-0.5173674856365625,0,0,0,0,0,0,1
6113,0.3475074309356185,0.5354595956047504,2.154364059319411,-1.8043864979890405,-0.45444596840494556,0,0,0,0,0,0,1
6114,0.3475074309356185,0.5354595956047504,1.0331823408312446,-1.0018533233685898,-0.4072351323557974,0,0,0,0,0,0,1
6115,0.397503464563268,0.5354595956047504,0.0570291033415478,-0.4501117658170301,-0.3443136151241804,0,0,0,0,0,0,1
6116,0.397503464563268,0.602860481210279,-0.4561485986530356,0.7737513254791571,-0.2813920978925635,0,0,0,0,0,0,1
6117,0.397503464563268,0.602860481210279,-0.4784606726528002,0.3925480675344427,-0.23418126184341537,0,0,0,0,0,0,1
6118,0.397503464563268,0.670261366815846,0.2187916398398404,0.4427063909482209,-0.18697042579426726,0,0,0,0,0,0,1
6119,0.4474994981908892,0.737662252421413,-1.192447040645264,2.1480893870166784,-0.13975958974511918,0,0,0,0,0,0,1
6120,0.4474994981908892,0.737662252421413,-0.3780563396538599,-0.0689085078723164,-0.07683807251350219,0,0,0,0,0,0,1
6121,0.4474994981908892,0.8050631380269416,-0.3724783211539187,0.0013131449069732,-0.029627236464354056,0,0,0,0,0,0,1
6122,0.4474994981908892,0.737662252421413,-0.4561485986530356,-0.2595101368446733,0.0332942807672629,0,0,0,0,0,0,1
6123,0.4974955318185388,0.670261366815846,-0.7629396161497976,1.5361578413685846,0.08050511681641101,0,0,0,0,0,0,1
6124,0.4474994981908892,0.602860481210279,-0.3445882286542132,0.1517881151483077,0.12771595286555915,0,0,0,0,0,0,1
6125,0.4474994981908892,0.602860481210279,1.049916396331068,-0.991821658685834,0.17492678891470725,0,0,0,0,0,0,1
6126,0.4474994981908892,0.602860481210279,2.544825354315289,-1.9849564622786415,0.23784830614632418,0,0,0,0,0,0,1
6127,0.4474994981908892,0.602860481210279,-0.9414362081479136,1.255271230251427,0.2850591421954723,0,0,0,0,0,0,1
6159,0.5474915654461884,0.670261366815846,0.7710154713340118,-1.0921383055133904,1.2576243179754452,0,0,0,0,0,0,1
6161,0.4974955318185388,0.6291762706839632,0.1741674918403114,-0.6005867360583647,1.3204670427053204,0,0,0,0,0,0,1
6162,0.4974955318185388,0.6554920601576475,-0.3334321916543309,0.4326747262654651,1.351888405070258,0,0,0,0,0,0,1
6163,0.4974955318185388,0.6144069640258031,0.1072312698410179,-0.5103017539135641,1.3833097674351955,0,0,0,0,0,0,1
6164,0.397503464563268,0.5733218678939203,-1.008372430147207,0.8138779842101795,1.4147311298001333,0,0,0,0,0,0,1
6165,0.4474994981908892,0.5996376573676044,0.6538770828352481,-0.9316316705893004,1.4461524921650708,0,0,0,0,0,0,1
6166,0.4474994981908892,0.6259534468412886,-0.0879993776569214,-0.4200167717687635,1.5247058980774149,0,0,0,0,0,0,1
6167,0.4474994981908892,0.6522692363149729,-0.7573615976498564,0.0615031330035071,1.5561272604423524,0,0,0,0,0,0,1
6168,0.4474994981908892,0.6785850257886571,-0.9860603561474424,1.1649862481066269,1.6346806663546964,0,0,0,0,0,0,1
6169,0.3475074309356185,0.6374999296568126,1.3343953398280657,-1.2927715991685031,1.6818127099021027,0,0,0,0,0,0,1
6170,0.3475074309356185,0.5964148335249297,-0.5063507651525058,-0.1792568193826278,1.7289447534495093,0,0,0,0,0,0,1
6171,0.397503464563268,0.622730622998614,0.112809288340959,0.011344809589729,1.7603661158144468,0,0,0,0,0,0,1
6172,0.397503464563268,0.7164472980778652,-0.6848473571506217,0.2220097679275974,1.8389195217267909,0,0,0,0,0,0,1
6174,0.397503464563268,0.8101639731570781,0.5255826573366024,-1.2225499463892138,-1.6959837443286896,0,0,0,0,0,0,1
6175,0.4474994981908892,0.8364797626307623,0.1909015473401348,-0.8814733471755224,-1.6645623819637518,0,0,0,0,0,0,1
6176,0.4474994981908892,0.9301964377100136,-0.1214674886565681,0.4326747262654651,-1.6331410195988143,0,0,0,0,0,0,1
6177,0.4974955318185388,1.0239131127892263,-0.1326235256564504,-0.269541801527429,-1.6017196572338768,0,0,0,0,0,0,1
6178,0.4974955318185388,0.982828016657382,-0.0656873036571569,0.5329913730930215,-1.570298294868939,0,0,0,0,0,0,1
6180,0.5474915654461884,1.0765446917365948,-0.7964077271494443,0.5129280437275106,-1.507455570139064,0,0,0,0,0,0,1
6181,0.4974955318185388,1.102860481210279,-0.2609179511550963,0.4627697203137324,-1.4603235265916574,0,0,0,0,0,0,1
6212,0.397503464563268,0.4006578243936547,-0.9972163931473248,0.8840996369894685,-0.2663117567240285,0,0,0,0,0,0,1
6213,0.397503464563268,0.4006578243936547,-0.7629396161497976,1.375651206444495,-0.2348903943590909,0,0,0,0,0,0,1
6214,0.4474994981908892,0.4006578243936547,0.0737631588413712,-0.5103017539135641,-0.2034690319941533,0,0,0,0,0,0,1
6215,0.4474994981908892,0.4680587099991834,-0.8187198011492087,0.42264306158271,-0.1720476696292157,0,0,0,0,0,0,1
6216,0.5474915654461884,0.5354595956047504,-0.0991554146568036,0.1016297917345295,-0.1406263072642781,0,0,0,0,0,0,1
6217,0.5474915654461884,0.5354595956047504,1.0331823408312446,-1.2526449404374806,-0.1092049448993405,0,0,0,0,0,0,1
6218,0.4974955318185388,0.4680587099991834,-0.4673046356529179,0.6132446905550669,-0.0777835825344029,0,0,0,0,0,0,1
6219,0.4974955318185388,0.4006578243936547,-0.963748282147678,1.0646696012790704,-0.0306515389869965,0,0,0,0,0,0,1
6220,0.5474915654461884,0.4006578243936547,-0.7350495236500919,0.3925480675344427,0.0479018669253474,0,0,0,0,0,0,1
6221,0.5474915654461884,0.5354595956047504,-0.383634358153801,0.9342579604032468,0.1264552728376914,0,0,0,0,0,0,1
6222,0.5974875990738095,0.602860481210279,-1.0027944116472658,1.0847329306445812,0.1578766352026291,0,0,0,0,0,0,1
6223,0.5474915654461884,0.5354595956047504,1.4124875988272412,-1.4231832400443265,0.2050086787500355,0,0,0,0,0,0,1
6224,0.5474915654461884,0.602860481210279,0.0737631588413712,-0.2093518134308951,0.2835620846623795,0,0,0,0,0,0,1
6225,0.5974875990738095,0.670261366815846,0.4084442688378387,-0.7109350475686768,0.3306941282097859,0,0,0,0,0,0,1
6226,0.5974875990738095,0.670261366815846,-0.6402232091510928,0.1417564504655519,0.3621154905747235,0,0,0,0,0,0,1
6227,0.6474836327014591,0.670261366815846,-1.1031987446462062,2.7374244286788096,0.4092475341221299,0,0,0,0,0,0,1
6228,0.5974875990738095,0.5354595956047504,-0.3334321916543309,-0.1792568193826278,0.4878009400344739,0,0,0,0,0,0,1
6229,0.5974875990738095,0.602860481210279,-0.7015814126504452,1.014511277865292,0.5192223023994115,0,0,0,0,0,0,1
6230,0.6474836327014591,0.602860481210279,3.493088499305281,-2.2658430733957995,0.5506436647643491,0,0,0,0,0,0,1
6231,0.6474836327014591,0.670261366815846,0.5702068053361313,-0.7009033828859209,0.5820650271292868,0,0,0,0,0,0,1
6265,0.4474994981908892,0.2658560531825208,0.0124049553420188,-0.0889718372378272,-1.42890216422672,0,0,0,0,0,0,1
6266,0.397503464563268,0.22477095705067632,-0.8689219676486789,0.663403013968845,-1.3974808018617824,0,0,0,0,0,0,1
6267,0.397503464563268,0.31848763212988923,-0.9525922451477956,0.6834663433343559,-1.3660594394968446,0,0,0,0,0,0,1
6268,0.397503464563268,0.34480342160357347,0.1741674918403114,-0.4802067598652967,-1.334638077131907,0,0,0,0,0,0,1
6269,0.4474994981908892,0.43852009668282455,0.4307563428376032,-0.6507450594721428,-1.3032167147669695,0,0,0,0,0,0,1
