UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5499,1.4474201707436536,1.6812746508991208,2.031647652320706,-1.8846398154510855,-1.334638077131907,0,0,0,0,0,0
5500,1.4474201707436536,1.5464728796880252,-0.6792693386506806,0.8740679723067134,-1.2875060335845006,0,0,0,0,0,0
5501,1.3474281034883828,1.4116711084769296,0.34708606533848635,-0.48020675986529676,-1.2089526276721567,0,0,0,0,0,0
5502,1.3474281034883828,1.4116711084769296,0.023560992341901083,-0.24947847216191754,-1.177531265307219,0,0,0,0,0,0
5503,1.2974320698607618,1.4116711084769296,-0.556552931651976,1.2352079008859156,-1.1461099029422814,0,0,0,0,0,0
5504,1.2974320698607618,1.3442702228713626,0.6594551013351894,-1.0720749761478792,-1.114688540577344,0,0,0,0,0,0
5505,1.3974241371160325,1.4790719940824582,-0.45057058015309454,1.1047962600100927,-1.0361351346649998,0,0,0,0,0,0
5506,1.3974241371160325,1.4790719940824582,1.1558987478299494,-1.2626766051202365,-1.0047137723000623,0,0,0,0,0,0
5507,1.4474201707436536,1.4790719940824582,0.7710154713340118,-0.9516949999548118,-0.9732924099351247,0,0,0,0,0,0
5508,1.3974241371160325,1.4116711084769296,-0.10473343315674478,-0.008718519775782523,-0.941871047570187,0,0,0,0,0,0
5509,1.4474201707436536,1.4790719940824582,-0.9581702636477369,1.5160945120030738,-0.9104496852052494,0,0,0,0,0,0
5510,1.3974241371160325,1.4790719940824582,-0.16609163665609716,-0.34979511898947385,-0.8790283228403118,0,0,0,0,0,1
5511,1.3974241371160325,1.4116711084769296,-0.6736913201507395,1.1449229187411152,-0.8476069604753742,0,0,0,0,0,0
5512,1.3974241371160325,1.4116711084769296,2.3384386698174677,-1.9749247975958861,-0.8161855981104366,0,0,0,0,0,0
5513,1.3974241371160325,1.4790719940824582,0.7989055638337175,-0.9115683412237894,-0.784764235745499,0,0,0,0,0,0
5514,1.3974241371160325,1.4790719940824582,-0.4840386911527413,1.034574607230803,-0.7533428733805614,0,0,0,0,0,0
5515,1.3474281034883828,1.3442702228713626,1.6132962648251217,-1.6037532043339278,-0.706210829833155,0,0,0,0,0,0
5516,1.3474281034883828,1.3442702228713626,-0.30554209915462527,0.15178811514830773,-0.6747894674682174,0,0,0,0,0,0
5517,1.2974320698607618,1.3442702228713626,0.7542814158341884,-0.7811567003479657,-0.5962360615558734,0,0,0,0,0,0
5518,1.2974320698607618,1.2768693372657955,-0.5063507651525058,0.9543212897687582,-0.5648146991909357,0,0,0,0,0,0
5519,1.2474360362331123,1.209468451660267,2.701009872313641,-2.0953047737889534,-0.5333933368259982,0,0,0,0,0,0
5520,1.2474360362331123,1.2768693372657955,-0.4840386911527413,0.7436563314308898,-0.48626129327859174,0,0,0,0,0,0
5521,1.2974320698607618,1.3442702228713626,-0.2386058771553318,0.5028963790447548,-0.45483993091365416,0,0,0,0,0,0
5522,1.2974320698607618,1.2768693372657955,-0.7908297086495032,0.6934980080171117,-0.40770788736624775,0,0,0,0,0,0
5523,1.2974320698607618,1.2768693372657955,-0.4784606726528002,-0.08897183723782728,-0.37628652500131016,0,0,0,0,0,0
5524,1.2474360362331123,1.2768693372657955,-0.08242135915698029,-0.5203334185963199,-0.34486516263637257,0,0,0,0,0,0
5525,1.2974320698607618,1.2768693372657955,0.5255826573366024,-0.9115683412237894,-0.29773311908896616,0,0,0,0,0,0
5526,1.2974320698607618,1.3442702228713626,-0.9804823376475014,0.5731180318240445,-0.26631175672402857,0,0,0,0,0,0
5527,1.2474360362331123,1.2768693372657955,-0.10473343315674478,0.492864714361999,-0.21917971317662216,0,0,0,0,0,0
5528,1.2474360362331123,1.2768693372657955,-0.03779721115745129,-0.1190668312860946,-0.18775835081168454,0,0,0,0,0,0
5529,1.1974400026054626,1.209468451660267,-0.8633439491487378,1.0947645953273368,-0.14062630726427813,0,0,0,0,0,0
5530,1.1974400026054626,1.209468451660267,0.0012489183421365824,-0.008718519775782523,-0.10920494489934053,0,0,0,0,0,0
5531,1.1474439689778415,1.209468451660267,-1.0251064856470304,1.014511277865292,-0.062072901351934134,0,0,0,0,0,0
5532,1.1474439689778415,1.1420675660547,-0.19398172915580278,-0.26954180152742907,-0.014940857804527726,0,0,0,0,0,0
5533,1.1974400026054626,1.209468451660267,-0.3501662471541543,0.663403013968845,0.03219118574287868,0,0,0,0,0,0
5534,1.1974400026054626,1.1420675660547,1.0164482853314214,-1.3128349285340146,0.06361254810781627,0,0,0,0,0,0
5535,1.1474439689778415,1.1420675660547,-0.24976191415521404,-0.28960513089293993,0.09503391047275388,0,0,0,0,0,0
5536,1.1474439689778415,1.1420675660547,-0.4115244506535067,0.3524214088034203,0.1421659540201603,0,0,0,0,0,0
5537,1.1474439689778415,1.209468451660267,-0.9804823376475014,1.4057462004927617,0.1735873163850979,1,0,0,0,0,0
5538,1.1974400026054626,1.209468451660267,0.6092529348357192,-1.0018533233685898,0.2207193599325043,0,0,0,0,0,0
5539,1.1474439689778415,1.209468451660267,1.897775208322119,-1.704069851161484,0.2521407222974419,0,0,0,0,0,0
5540,1.1474439689778415,1.1420675660547,-0.31669813615450754,-0.09900350192058306,0.2992727658448483,0,0,0,0,0,0
5541,1.1974400026054626,1.209468451660267,-0.25533993265515514,-0.159193490017117,0.3778261717571923,0,0,0,0,0,0
5542,1.1974400026054626,1.209468451660267,-0.5900210426516227,0.2220097679275974,0.4092475341221299,0,0,0,0,0,0
5543,1.1474439689778415,1.1420675660547,-0.7740956531496798,0.1618197798310635,0.44066889648706753,0,0,0,0,0,0
5544,1.1974400026054626,1.209468451660267,-1.5829083356411429,1.9073294346305432,0.4720902588520051,0,0,0,0,0,0
5545,1.0974479353501918,1.1420675660547,-0.37805633965385993,0.5630863671412888,0.5035116212169427,0,0,0,0,0,0
5546,1.0974479353501918,1.0746666804491714,-1.0139504486471482,0.42264306158271003,0.5349329835818804,0,0,0,0,0,0
5547,1.1474439689778415,1.1420675660547,-0.4784606726528002,0.12169312110004112,0.6134863894942243,0,0,0,0,0,0
5548,1.1474439689778415,1.1420675660547,0.0068269368420777075,-1.112201634878902,0.6449077518591619,0,0,0,0,0,0
5549,1.1474439689778415,1.209468451660267,0.36939813933825083,-0.48020675986529676,0.6920397954065683,0,0,0,0,0,0
5550,1.1474439689778415,1.2768693372657955,-0.919124134148149,1.2452395655686714,0.723461157771506,0,0,0,0,0,0
5551,1.1474439689778415,1.2768693372657955,-0.1716696551560383,0.23204143261035248,0.8020145636838499,0,0,0,0,0,0
5552,1.1974400026054626,1.2768693372657955,-0.963748282147678,0.7336246667481341,0.8491466072312563,0,0,0,0,0,0
5553,1.2474360362331123,1.3442702228713626,0.2243696583397816,-0.43004843645151863,0.9277000131436004,0,0,0,0,0,0
5554,1.2474360362331123,1.2768693372657955,-1.2984293921441454,1.977551087409833,1.0062534190559445,0,0,0,0,0,1
5555,1.2474360362331123,1.3442702228713626,-0.09915541465680366,0.021376474272484798,1.037674781420882,0,0,0,0,0,0
5556,1.2474360362331123,1.3442702228713626,-0.7127374496503274,0.42264306158271003,1.0848068249682883,0,0,0,0,0,0
5557,1.2474360362331123,1.3442702228713626,-1.0139504486471482,0.20194643856208588,1.116228187333226,0,0,0,0,0,0
5558,1.2474360362331123,1.3442702228713626,-0.5732869871517993,0.3524214088034203,1.19478159324557,0,0,0,0,0,0
5559,1.2474360362331123,1.2768693372657955,0.07934117734131232,0.011344809589729025,1.2419136367929764,0,0,0,0,0,0
5560,1.2474360362331123,1.3442702228713626,-0.4896167096526824,0.3223264147551537,1.273334999157914,0,0,0,0,0,0
5561,1.1974400026054626,1.2768693372657955,0.012404955342018832,-0.20935181343089515,1.3204670427053204,0,0,0,0,0,0
5562,1.1474439689778415,1.1420675660547,-1.1031987446462062,0.6333080199205777,1.351888405070258,0,0,0,0,0,0
5563,1.1474439689778415,1.1420675660547,0.6092529348357192,-0.7911883650307214,1.3990204486176645,0,0,0,0,0,0
5564,1.1474439689778415,1.1420675660547,0.5646287868361902,-0.8513783531272554,1.430441810982602,0,0,0,0,0,0
5565,1.1974400026054626,1.209468451660267,-0.6848473571506217,0.6132446905550669,1.4775738545300083,0,0,0,0,0,0
5566,1.1974400026054626,1.2768693372657955,0.7375473603343651,-1.0118849880513456,1.508995216894946,0,0,0,0,0,0
5567,1.1974400026054626,1.3442702228713626,-0.45614859865303564,0.5530547024585329,1.5404165792598836,0,0,0,0,0,0
5568,1.2474360362331123,1.3442702228713626,-0.5230848206523292,1.4859995179548064,-1.6959837443286896,0,0,0,0,0,0
5569,1.2474360362331123,1.4116711084769296,-0.02664117415756904,-0.13913016065160544,-1.648851700781283,0,0,0,0,0,0
5570,1.1974400026054626,1.3442702228713626,-0.1716696551560383,-0.30966846025845146,-1.6174303384163455,0,0,0,0,0,0
5571,1.1974400026054626,1.4116711084769296,-0.2609179511550963,0.7737513254791571,-1.5860089760514078,0,0,0,0,0,0
5572,1.1974400026054626,1.3442702228713626,0.12954334384078245,-0.20935181343089515,-1.5388769325040015,0,0,0,0,0,0
5573,1.1974400026054626,1.3442702228713626,0.034717029341783334,-0.35982678367222964,-1.507455570139064,0,0,0,0,0,0
5574,1.2474360362331123,1.4790719940824582,1.1112745998304205,-1.4733415634581044,-1.4760342077741262,0,0,0,0,0,0
5575,1.1974400026054626,1.3442702228713626,-1.3040074106440867,0.9141946310377358,-1.4446128454091887,0,0,0,0,0,0
5576,1.1974400026054626,1.3442702228713626,-0.3445882286542132,-0.028781849141293357,-1.4131914830442511,0,0,0,0,0,0
5577,1.1974400026054626,1.3442702228713626,-0.45614859865303564,0.3423897441206646,-1.334638077131907,0,0,0,0,0,0
5578,1.1974400026054626,1.4116711084769296,-0.4673046356529179,0.04143980363799563,-1.256084671219563,0,0,0,0,0,0
5579,1.2474360362331123,1.4790719940824582,0.19647956584007595,-0.12909849596884967,-1.2246633088546255,0,0,0,0,0,0
5580,1.2974320698607618,1.4790719940824582,0.8714198043329521,-1.2927715991685031,-1.1932419464896877,0,0,0,0,0,0
5581,1.2974320698607618,1.4790719940824582,-0.45057058015309454,-0.1190668312860946,-1.1618205841247502,0,0,0,0,0,0
5582,1.2474360362331123,1.4116711084769296,-0.472882654152859,0.7637196607964014,-1.114688540577344,0,0,0,0,0,0
5583,1.2474360362331123,1.3442702228713626,2.8627724088119337,-2.115368103154465,-1.0675564970299374,0,0,0,0,0,0
5584,1.2474360362331123,1.3442702228713626,0.7487033973342473,-1.0118849880513456,-1.0361351346649998,0,0,0,0,0,0
5585,1.1974400026054626,1.2768693372657955,0.21879163983984046,-1.0118849880513456,-1.0047137723000623,0,0,0,0,0,0
5586,1.2474360362331123,1.3442702228713626,0.5757848238360724,-1.0921383055133904,-0.9732924099351247,0,0,0,0,0,0
5587,1.1974400026054626,1.209468451660267,0.10165325134107683,-0.8513783531272554,-0.9261603663877183,0,0,0,0,0,0
5588,1.2474360362331123,1.2768693372657955,-0.32227615465444864,0.2922314207068864,-0.8790283228403118,0,0,0,0,0,0
5589,1.2474360362331123,1.209468451660267,0.15185541784054696,-0.23944680747916175,-0.8476069604753742,0,0,0,0,0,0
5590,1.2474360362331123,1.2768693372657955,-1.3430535401436745,1.7568544643892088,-0.8004749169279678,0,0,0,0,0,0
5591,1.2474360362331123,1.2768693372657955,-1.1087767631461474,1.9474560933615657,-0.7533428733805614,0,0,0,0,0,0
5592,1.2474360362331123,1.3442702228713626,0.19647956584007595,-0.6206500654238761,-0.706210829833155,0,0,0,0,0,0
5593,1.2474360362331123,1.2768693372657955,-0.5677089686518582,0.6734346786516008,-0.6747894674682174,0,0,0,0,0,0
5594,1.2974320698607618,1.2768693372657955,-1.0306845041469714,0.8038463195274238,-0.6433681051032798,0,0,0,0,0,0
5595,1.2974320698607618,1.2768693372657955,0.330352009838663,-0.45011176581703016,-0.6119467427383422,0,0,0,0,0,0
5596,1.3474281034883828,1.3442702228713626,2.260346410818292,-1.8645764860855742,-0.5805253803734046,0,0,0,0,0,0
5597,1.3474281034883828,1.3442702228713626,-0.004329100157804543,-0.32973178962396227,-0.5333933368259982,0,0,0,0,0,0
5598,1.3474281034883828,1.3442702228713626,-0.21071578465562615,-0.29963679557569567,-0.48626129327859174,0,0,0,0,0,0
5599,1.3974241371160325,1.4116711084769296,-0.5453968946520936,1.2151445715204048,-0.45483993091365416,0,0,0,0,0,0
5600,1.3474281034883828,1.3442702228713626,0.6315650088354837,-0.9015366765410335,-0.42341856854871657,0,0,0,0,0,0
5601,1.3974241371160325,1.4116711084769296,-0.2888080436548019,-0.33976345430671806,-0.37628652500131016,0,0,0,0,0,0
5602,1.4474201707436536,1.4790719940824582,0.36939813933825083,-0.6106184007411204,-0.34486516263637257,0,0,0,0,0,0
5603,1.4474201707436536,1.4116711084769296,-1.142244874145794,1.4759678532720513,-0.313443800271435,0,0,0,0,0,0
5604,1.4474201707436536,1.4790719940824582,-1.1087767631461474,1.7869494584374754,-0.28202243790649734,0,0,0,0,0,0
5605,1.4474201707436536,1.4790719940824582,-0.14377956265633265,-0.21938347811365091,-0.25060107554155975,0,0,0,0,0,0
5606,1.4474201707436536,1.4790719940824582,-0.16051361815615603,0.14175645046555194,-0.21917971317662216,0,0,0,0,0,0
5607,1.4474201707436536,1.4790719940824582,1.0610724333309502,-1.64387986306495,-0.18775835081168454,0,0,0,0,0,0
5608,1.4474201707436536,1.4790719940824582,1.1503207293300084,-1.4532782340925934,-0.15633698844674693,0,0,0,0,0,0
5609,1.5474122379989528,1.5464728796880252,0.4698024723371911,-0.8413466884444997,-0.10920494489934053,0,0,0,0,0,0
5610,1.5474122379989528,1.6138737652935538,-0.8968120601483845,1.014511277865292,-0.062072901351934134,0,0,0,0,0,0
5611,1.5474122379989528,1.6138737652935538,-0.7350495236500919,0.12169312110004112,-0.014940857804527726,0,0,0,0,0,0
5612,1.4974162043713033,1.5464728796880252,0.7542814158341884,-1.0520116467823681,0.016480504560409875,0,0,0,0,0,0
5613,1.4974162043713033,1.5464728796880252,-0.29438606215474306,0.24207309729310825,0.06361254810781627,0,0,0,0,0,0
5614,1.4974162043713033,1.5464728796880252,-0.31112011765456643,-0.1190668312860946,0.09503391047275388,0,0,0,0,0,0
5615,1.4974162043713033,1.4790719940824582,0.4753804908371322,-1.1222332995616573,0.1421659540201603,0,0,0,0,0,0
5616,1.4974162043713033,1.4790719940824582,-1.5717522986412606,3.1412241906094858,0.2207193599325043,1,0,0,1,0,0
5617,1.4974162043713033,1.5464728796880252,-0.3278541731543898,0.14175645046555194,0.2678514034799107,0,0,0,0,0,0
5618,1.5474122379989528,1.6138737652935538,-0.7517835791499152,2.158121051699434,0.2992727658448483,1,0,0,1,0,0
5619,1.4974162043713033,1.6138737652935538,0.5925188793358959,-1.0419799820996123,0.3306941282097859,0,0,0,0,0,0
5620,1.4974162043713033,1.5464728796880252,2.1934101888189987,-1.8144181626717961,0.3778261717571923,0,0,0,0,0,0
5621,1.4974162043713033,1.5464728796880252,-0.032219192657510165,-0.14916182533436123,0.4092475341221299,0,0,0,0,0,0
5622,1.4474201707436536,1.4790719940824582,-1.3765216511433214,1.445872859223784,0.44066889648706753,0,0,0,0,0,0
5623,1.4474201707436536,1.4790719940824582,0.17974551034025257,0.06150313300350718,0.48780094003447394,0,0,0,0,0,0
5624,1.4474201707436536,1.5464728796880252,0.21879163983984046,-0.3698584483549854,0.5192223023994115,0,0,0,0,0,0
5625,1.3974241371160325,1.4790719940824582,-0.38921237665374214,-0.30966846025845146,0.5506436647643491,0,0,0,0,0,0
5626,1.3474281034883828,1.4116711084769296,1.0554944148310093,-1.5636265456029053,0.5977757083117555,0,0,0,0,0,0
5627,1.3474281034883828,1.4116711084769296,0.35824210233836856,-0.7510617062996991,0.6291970706766932,0,0,0,0,0,0
5628,1.3474281034883828,1.4116711084769296,0.3247739913387218,-0.018750184458538297,0.7077504765890371,0,0,0,0,0,0
5629,1.3474281034883828,1.4116711084769296,0.8323736748333642,-0.8012200297134773,0.7391718389539748,0,0,0,0,0,0
5630,1.3474281034883828,1.4790719940824582,-0.7462055606499741,1.1449229187411152,0.7705932013189124,0,0,0,0,0,0
5631,1.3974241371160325,1.4790719940824582,0.42517832433766206,-0.7109350475686768,0.8020145636838499,0,0,0,0,0,0
5632,1.3974241371160325,1.4790719940824582,-0.13262352565645041,-0.31970012494120725,0.8491466072312563,0,0,0,0,0,0
5633,1.3474281034883828,1.4790719940824582,-0.9079680971482668,1.2853662242996937,0.880567969596194,0,0,0,0,0,0
5634,1.3474281034883828,1.4790719940824582,-0.5119287836524469,0.7536879961136456,0.9119893319611315,0,0,0,0,0,0
5635,1.2974320698607618,1.4790719940824582,-1.0362625226469127,1.6565378175616523,0.9434106943260692,0,0,0,0,0,0
5636,1.2974320698607618,1.4116711084769296,-0.20513776615568505,0.7336246667481341,0.9905427378734756,0,0,0,0,0,0
5637,1.2974320698607618,1.3442702228713626,-0.5119287836524469,0.5530547024585329,1.0219641002384132,0,0,0,0,0,0
5638,1.2474360362331123,1.3442702228713626,-0.2888080436548019,0.6132446905550669,1.0533854626033508,0,0,0,0,0,0
5639,1.2974320698607618,1.4116711084769296,-0.11031145165668592,-0.1892884840653836,1.1005175061507573,0,0,0,0,0,0
5640,1.2974320698607618,1.4116711084769296,0.7208133048345416,-1.1322649642444131,1.1319388685156948,0,0,0,0,0,1
5641,1.2974320698607618,1.4116711084769296,-0.6625352831508573,1.1649862481066267,1.1633602308806323,0,0,0,0,0,0
5642,1.2974320698607618,1.4116711084769296,-0.36690030265397766,-0.26954180152742907,1.19478159324557,0,0,0,0,0,0
5643,1.2474360362331123,1.3442702228713626,-0.2441838956552729,-0.1190668312860946,1.2262029556105076,0,0,0,0,0,0
5644,1.2474360362331123,1.3442702228713626,0.19647956584007595,0.20194643856208588,1.2576243179754452,0,0,0,0,0,0
5645,1.2474360362331123,1.3442702228713626,-0.8689219676486789,1.1348912540583593,1.2890456803403827,0,0,0,0,0,0
5646,1.2474360362331123,1.3442702228713626,0.29130588033907506,-1.0620433114651238,1.3204670427053204,0,0,0,0,0,0
5647,1.1974400026054626,1.209468451660267,0.5869408608359546,-0.27957346621018414,1.3675990862527267,0,0,0,0,0,0
5648,1.2474360362331123,1.209468451660267,4.636582291793212,-2.5366980198302014,1.4147311298001333,0,0,0,0,0,0
5649,1.2474360362331123,1.2768693372657955,-0.7685176346497387,0.492864714361999,1.4932845357124773,0,0,0,0,0,0
5650,1.2474360362331123,1.2768693372657955,-0.696003394150504,1.1649862481066267,1.5247058980774149,0,0,0,0,0,0
5651,1.2474360362331123,1.3442702228713626,-0.4617266171529768,0.6333080199205777,1.5718379416248212,0,0,0,0,0,0
5652,1.2474360362331123,1.3442702228713626,-0.5119287836524469,0.5731180318240445,1.603259303989759,0,0,0,0,0,0
5653,1.1974400026054626,1.209468451660267,1.049916396331068,-1.352961587265037,1.6503913475371652,0,0,0,0,0,0
5654,1.1974400026054626,1.1420675660547,-0.2441838956552729,-0.31970012494120725,1.6818127099021027,0,0,0,0,0,0
5655,1.1474439689778415,1.0746666804491714,0.029139010841842207,-0.570491742010098,-1.6959837443286896,0,0,0,0,0,0
5656,1.1474439689778415,1.0072657948436043,-0.8466098936489144,0.7336246667481341,-1.6645623819637518,0,0,0,0,0,0
5657,1.1474439689778415,1.0072657948436043,-1.2426492071447344,0.723593002065379,-1.6331410195988143,0,0,0,0,0,0
5658,1.1474439689778415,1.0072657948436043,1.4236436358271234,-1.3930882459960594,-1.5860089760514078,0,0,0,0,0,0
5659,1.0974479353501918,0.9398649092380373,-0.9302801711480313,1.5160945120030738,-1.5545876136864702,0,0,0,0,0,0
5660,1.1474439689778415,1.0072657948436043,0.7542814158341884,-1.0018533233685898,-1.507455570139064,0,0,0,0,0,0
5661,1.0974479353501918,0.9398649092380373,-0.3445882286542132,0.17185144451381926,-1.4603235265916574,0,0,0,0,0,0
5662,1.0974479353501918,0.9398649092380373,-0.7908297086495032,1.3054295536652054,-1.42890216422672,0,0,0,0,0,0
5663,1.0974479353501918,1.0072657948436043,0.4307563428376032,-0.6005867360583647,-1.3974808018617824,0,0,0,0,0,0
5664,1.1474439689778415,1.0072657948436043,-0.04895324815733354,0.23204143261035248,-1.3660594394968446,0,0,0,0,0,0
5665,1.0974479353501918,0.9398649092380373,0.0012489183421365824,-0.49023842454805255,-1.3189273959494383,0,0,0,0,0,0
5666,1.1474439689778415,0.9398649092380373,1.7081225793241208,-1.8144181626717961,-1.2717953524020318,0,0,0,0,0,0
5667,1.0974479353501918,0.9398649092380373,-0.606755098151446,0.312294750072398,-1.2403739900370943,0,0,0,0,0,0
5668,1.0974479353501918,0.9398649092380373,3.018956926810285,-2.0852731091061982,-1.2089526276721567,0,0,0,0,0,0
5669,1.0974479353501918,0.9398649092380373,-0.5955990611515638,0.5329913730930215,-1.177531265307219,0,0,0,0,0,0
5670,1.0974479353501918,1.0072657948436043,-0.3334321916543309,-0.04884517850680491,-1.1303992217598127,0,0,0,0,0,0
5671,1.0974479353501918,1.0072657948436043,-0.6402232091510928,0.5229597084102664,-1.0832671782124061,0,0,0,0,0,0
5672,1.0974479353501918,1.0746666804491714,-0.02664117415756904,-0.27957346621018414,-1.0518458158474686,0,0,0,0,0,0
5673,1.0474519017225707,1.0746666804491714,0.9048879153325988,-1.383056581313304,-0.9732924099351247,0,0,0,0,0,0
5674,1.0974479353501918,1.0746666804491714,-0.42825850615333005,1.0044796131825364,-0.8947390040227806,0,0,0,0,0,0
5675,1.0974479353501918,1.1420675660547,-0.8131417826492676,0.252104761975864,-0.863317641657843,0,0,0,0,0,0
5676,1.1474439689778415,1.1420675660547,-0.4784606726528002,0.252104761975864,-0.8161855981104366,0,0,0,0,0,0
5677,1.1474439689778415,1.209468451660267,0.14627739934060582,-0.21938347811365091,-0.7690535545630302,0,0,0,0,0,0
5678,1.1474439689778415,1.209468451660267,-1.4378798546426736,1.1750179127893825,-0.7376321921980926,0,0,0,0,0,0
5679,1.0974479353501918,1.1420675660547,0.2522597508394872,-0.37989011303774045,-0.706210829833155,0,0,0,0,0,0
5680,1.0974479353501918,1.1420675660547,-0.4059464321535655,0.9041629663549801,-0.6590787862857486,0,0,0,0,0,0
5681,1.0974479353501918,1.0746666804491714,-0.8521879121488555,1.0546379365963146,-0.6119467427383422,0,0,0,0,0,0
5682,1.0974479353501918,1.0746666804491714,-0.8689219676486789,0.4326747262654651,-0.5648146991909357,0,0,0,0,0,0
5683,1.1474439689778415,1.0746666804491714,-0.5453968946520936,1.3957145358100058,-0.5333933368259982,0,0,0,0,0,0
5684,1.0974479353501918,1.0746666804491714,0.2968838988390162,-0.22941514279640599,-0.45483993091365416,0,0,0,0,0,0
5685,1.0974479353501918,1.0746666804491714,0.30803993583889844,-0.31970012494120725,-0.40770788736624775,0,0,0,0,0,0
5686,1.0974479353501918,1.0072657948436043,-0.31669813615450754,0.5630863671412888,-0.32915448145390375,0,0,0,0,0,0
5687,1.0974479353501918,1.0746666804491714,0.6650331198351305,-0.8614100178100111,-0.29773311908896616,0,0,0,0,0,0
5688,1.1474439689778415,1.1420675660547,3.5209785918049863,-2.1855897559337545,-0.26631175672402857,0,0,0,0,0,0
5689,1.1474439689778415,1.1420675660547,-0.6458012276510339,0.4627697203137324,-0.23489039435909095,0,0,0,0,0,0
5690,1.1974400026054626,1.209468451660267,0.023560992341901083,-0.8915050118582778,-0.18775835081168454,0,0,0,0,0,0
5691,1.1474439689778415,1.209468451660267,-0.5788650056517404,0.4828330496792433,-0.15633698844674693,0,0,0,0,0,0
5692,1.1974400026054626,1.209468451660267,-1.2203371331449697,1.6465061528788967,-0.12491562608180934,0,0,0,0,0,0
5693,1.1974400026054626,1.2768693372657955,-1.2593832626445576,1.5762845000996077,-0.09349426371687174,0,0,0,0,0,0
5694,1.1974400026054626,1.209468451660267,-0.4784606726528002,0.21197810324484165,-0.046362220169465326,0,0,0,0,0,0
5695,1.1974400026054626,1.209468451660267,-0.1716696551560383,0.5731180318240445,0.0007698233779410749,0,0,0,0,0,0
5696,1.1974400026054626,1.209468451660267,-0.4896167096526824,0.20194643856208588,0.03219118574287868,0,0,0,0,0,0
5697,1.2474360362331123,1.2768693372657955,0.3136179543388396,-0.5403967479618307,0.06361254810781627,0,0,0,0,0,0
5698,1.2474360362331123,1.2768693372657955,-1.0306845041469714,0.9442896250860024,0.1421659540201603,0,0,0,0,0,0
5699,1.2474360362331123,1.2768693372657955,-1.5271281506417316,1.987582752092588,0.1735873163850979,0,0,0,0,0,0
5700,1.1974400026054626,1.2768693372657955,1.8308389863228256,-1.4131515753615709,0.2050086787500355,0,0,0,0,0,0
5701,1.2474360362331123,1.2768693372657955,-0.23302785865539066,0.1618197798310635,0.2364300411149731,0,0,0,0,0,0
5702,1.2474360362331123,1.2768693372657955,-1.0697306336465593,1.4358411945410283,0.2678514034799107,0,0,0,0,0,0
5703,1.1474439689778415,1.1420675660547,0.029139010841842207,0.3223264147551537,0.3149834470273171,0,0,0,0,0,0
5704,1.1474439689778415,1.1420675660547,-0.4617266171529768,0.5430230377757772,0.3464048093922547,0,0,0,0,0,0
5705,1.2474360362331123,1.209468451660267,-1.1366668556458528,1.2753345596169388,0.4249582153045987,0,0,0,0,0,0
5706,1.1974400026054626,1.2768693372657955,-0.4840386911527413,0.312294750072398,0.4563795776695363,0,0,0,0,0,0
5707,1.1974400026054626,1.2768693372657955,-1.3876776881432036,3.0108125497336626,0.48780094003447394,1,0,0,1,0,0
5708,1.1974400026054626,1.209468451660267,-0.5063507651525058,0.3423897441206646,0.5192223023994115,0,0,0,0,0,0
5709,1.1474439689778415,1.1420675660547,0.4028662503378976,-0.13913016065160544,0.5506436647643491,0,0,0,0,0,0
5710,1.0974479353501918,1.1420675660547,0.0960752328411357,-0.13913016065160544,0.5820650271292868,0,0,0,0,0,0
5711,1.0974479353501918,1.1420675660547,-0.7015814126504452,0.6533713492860893,0.6134863894942243,0,0,0,0,0,0
5712,1.0974479353501918,1.0746666804491714,0.034717029341783334,-0.40998510708600777,0.6920397954065683,0,0,0,0,0,0
5713,1.0974479353501918,1.1420675660547,-1.1645569481455584,1.4659361885892956,0.723461157771506,0,0,0,0,0,0
5714,1.0974479353501918,1.2768693372657955,0.3191959728387807,-0.1993201487481394,0.7548825201364435,0,0,0,0,0,0
5715,1.0974479353501918,1.209468451660267,0.44191237983748544,-0.399953442403252,0.7863038825013812,0,0,0,0,0,0
5716,1.0974479353501918,1.2768693372657955,0.3247739913387218,-0.42001677176876356,0.8177252448663187,0,0,0,0,0,0
5717,1.1474439689778415,1.3442702228713626,-1.0306845041469714,1.2251762362031606,0.8962786507786628,0,0,0,0,0,0
5718,1.1474439689778415,1.3442702228713626,1.1558987478299494,-1.1924549523409467,0.9277000131436004,0,0,0,0,0,0
5719,1.1974400026054626,1.3442702228713626,0.4586464353373088,-0.7510617062996991,0.9591213755085379,0,0,0,0,0,0
5720,1.1474439689778415,1.3442702228713626,-0.785251690149562,0.3323580794379088,0.9905427378734756,0,0,0,0,0,0
5721,1.1474439689778415,1.2768693372657955,-0.5844430241516816,1.1950812421548933,1.0219641002384132,0,0,0,0,0,0
5722,1.1474439689778415,1.209468451660267,-0.5342408576522114,0.3423897441206646,1.0533854626033508,0,0,0,0,0,0
5723,1.0974479353501918,1.1420675660547,-0.2832300251548608,0.4627697203137324,1.1005175061507573,0,0,0,0,0,0
5724,1.1474439689778415,1.209468451660267,-0.3557442656540954,0.8038463195274238,1.1319388685156948,0,0,0,0,0,0
5725,1.1474439689778415,1.209468451660267,-0.5900210426516227,1.034574607230803,1.179070912063101,0,0,0,0,0,0
5726,1.1474439689778415,1.209468451660267,0.10165325134107683,-0.5905550713756088,1.2104922744280389,0,0,0,0,0,0
